id,length,numcharge,fracnumcharge,netcharge,fracnetcharge,absnetcharge,fracabsnetcharge,kr_ratio,helix,sheet,turn,molecular_weight,average_molecular_weight,aromaticity,flexibility,gravy,mec_crd,mec_csd,isoelectric_point,instability_index,h6,h2,h2e,hph6,hph2
P0AFU8,213,0.22535211267605634,0.001057991139324208,-0.02816901408450704,-0.000132248892415526,0.02816901408450704,0.000132248892415526,1.3333333333333335,0.30516431924882625,0.20187793427230044,0.25821596244131456,23444.63330000001,110.06870093896718,0.051643192488262914,0.9985852211434735,-0.10000000000000002,13980,14105,5.642315864562988,19.36431924882628,-0.1127747252747253,-0.10927672955974847,-0.10939465408805037,0.007898351648351658,0.003930817610062891
P0A817,383,0.23759791122715407,0.0006203600815330394,-0.039164490861618814,-0.00010225715629665487,0.039164490861618814,0.00010225715629665487,1.1111111111111112,0.2924281984334204,0.20626631853785898,0.26370757180156656,41819.936000000045,109.19043342036565,0.07571801566579635,1.0006672576832152,-0.19477806788511773,39880,40130,5.0962636947631825,33.00939947780679,-0.1930839002267574,-0.1950261780104712,-0.19875654450261787,0.05018896447467877,0.05218150087260036
P27248,381,0.2204724409448819,0.0005786678240023147,-0.026246719160104987,-6.888902666694222e-05,0.026246719160104987,6.888902666694222e-05,0.5416666666666666,0.28608923884514437,0.1994750656167979,0.29133858267716534,42049.2808,110.36556640419947,0.08136482939632546,0.9971919191919193,-0.21181102362204773,42400,42525,5.842730140686036,21.810236220472436,-0.18731003039513683,-0.2028070175438597,-0.20366228070175438,-0.02431610942249239,-0.024912280701754382
P52007,192,0.22916666666666663,0.0011935763888888888,-0.052083333333333336,-0.0002712673611111111,0.052083333333333336,0.0002712673611111111,0.5454545454545455,0.2916666666666667,0.24479166666666669,0.296875,21643.297500000015,112.72550781250008,0.0625,1.0004972972972974,-0.3578125000000001,34490,34615,5.421269035339355,54.29427083333335,-0.3586707410236822,-0.3614310645724259,-0.35855148342059345,0.030634071810542403,0.025479930191972092
P0ADS2,123,0.26016260162601623,0.0021151431026505386,-0.01626016260162602,-0.00013219644391565871,0.01626016260162602,0.00013219644391565871,0.36363636363636365,0.22764227642276424,0.16260162601626016,0.2926829268292683,14234.773699999989,115.72986747967471,0.04065040650406504,1.0055296934865898,-0.8382113821138216,2980,2980,6.294372749328613,54.20975609756097,-0.807142857142857,-0.8459016393442623,-0.8569672131147541,0.2814769975786924,0.26284153005464483
P36767,303,0.2838283828382838,0.0009367273360999466,-0.02640264026402639,-8.713742661394848e-05,0.02640264026402639,8.713742661394848e-05,1.4375,0.28712871287128716,0.1716171617161716,0.35313531353135313,33992.963400000044,112.18799801980212,0.0528052805280528,1.0042466216216217,-0.22178217821782184,28990,29240,5.272976112365721,38.60132013201319,-0.21687440076701822,-0.2217439293598235,-0.2270419426048566,0.19990412272291466,0.1926048565121413
P0AF24,250,0.192,0.000768,-0.031999999999999994,-0.00012799999999999997,0.031999999999999994,0.00012799999999999997,1.0,0.328,0.23199999999999998,0.248,27162.780400000003,108.65112160000001,0.096,0.9942345679012345,0.10919999999999999,29910,30035,5.179817008972167,40.11091999999999,0.07784256559766761,0.09852744310575635,0.1011378848728246,-0.16384839650145772,-0.16720214190093705
P0A731,152,0.17763157894736842,0.0011686288088642658,-0.019736842105263164,-0.00012984764542936292,0.019736842105263164,0.00012984764542936292,0.7142857142857143,0.32894736842105265,0.1907894736842105,0.28289473684210525,16918.38119999999,111.30513947368414,0.06578947368421052,0.9903386973180077,0.0381578947368421,20970,20970,6.120218086242674,29.809868421052613,0.055102040816326504,0.038631346578366366,0.0290286975717439,-0.2529640427599611,-0.2260485651214128
P0A6R3,98,0.2346938775510204,0.0023948354852144937,0.03061224489795917,0.00031236984589754255,0.03061224489795917,0.00031236984589754255,1.1666666666666665,0.29591836734693877,0.19387755102040816,0.2755102040816326,11239.812999999993,114.69196938775502,0.061224489795918366,1.0037692307692307,-0.5306122448979593,5960,5960,9.34451503753662,12.961224489795919,-0.5294930875576037,-0.5371134020618558,-0.5510309278350517,0.10952380952380955,0.09587628865979382
P76270,195,0.2,0.0010256410256410256,-0.04615384615384614,-0.00023668639053254432,0.04615384615384614,0.00023668639053254432,0.6666666666666666,0.3487179487179487,0.18461538461538463,0.26153846153846155,21630.3303,110.92477076923078,0.08717948717948718,0.9930041371158392,0.048205128205128255,18450,18575,5.242112541198729,38.16317948717948,0.06428571428571427,0.04742268041237102,0.04085051546391751,-0.13992481203007517,-0.15189003436426113
P0AEK4,265,0.2,0.0007547169811320755,-0.018867924528301896,-7.119971520113923e-05,0.018867924528301896,7.119971520113923e-05,1.0,0.2943396226415094,0.24150943396226415,0.3132075471698113,28144.90400000001,106.20718490566041,0.07547169811320754,0.9961778639104222,0.14452830188679247,15930,16180,5.705122947692872,21.010566037735842,0.1619230769230769,0.15101010101010098,0.14769570707070703,-0.08939560439560439,-0.08409090909090908
P0ACU2,212,0.23113207547169812,0.0010902456390174439,0.014150943396226412,6.674973300106799e-05,0.014150943396226412,6.674973300106799e-05,1.1666666666666665,0.339622641509434,0.16037735849056606,0.33018867924528306,23687.333399999996,111.73270471698112,0.09433962264150944,0.9953620596205962,0.06886792452830191,25440,25440,8.924116706848146,29.782547169811306,0.10158730158730159,0.07030015797788308,0.0627172195892575,-0.08592132505175983,-0.07551342812006319
D3QT67,99,0.2828282828282828,0.0028568513416998265,-0.0404040404040404,-0.0004081216202428323,0.0404040404040404,0.0004081216202428323,1.4,0.31313131313131315,0.18181818181818182,0.26262626262626265,11529.975099999987,116.46439494949482,0.10101010101010102,1.002503623188406,-0.5060606060606063,5960,5960,5.676419258117675,54.31727272727272,-0.553951367781155,-0.5187074829931974,-0.5276360544217688,0.19316109422492403,0.1629251700680272
P0A9B6,339,0.21533923303834807,0.0006352189765143011,-0.014749262536873156,-4.3508149076322e-05,0.014749262536873156,4.3508149076322e-05,0.4166666666666667,0.3185840707964602,0.18584070796460178,0.24778761061946902,37298.934000000074,110.0263539823011,0.06784660766961652,0.9934712182061579,-0.041297935103244754,32430,32680,6.26379337310791,23.285840707964606,-0.050470487596236124,-0.040729783037475376,-0.04546351084812624,-0.04871685201026516,-0.05305719921104533
P21338,245,0.24489795918367346,0.0009995835068721366,0.016326530612244913,6.66389004581425e-05,0.016326530612244913,6.66389004581425e-05,0.8823529411764706,0.24489795918367346,0.24081632653061225,0.2653061224489796,27156.3634,110.84229959183673,0.0979591836734694,1.003609710550887,-0.521224489795919,33920,34420,8.586173439025881,42.5289795918367,-0.5476190476190477,-0.5319672131147541,-0.5371926229508198,0.14517857142857146,0.1351092896174864
P37182,162,0.22839506172839505,0.0014098460600518213,-0.06790123456790123,-0.00041914342325864956,0.06790123456790123,0.00041914342325864956,0.625,0.345679012345679,0.20987654320987653,0.3641975308641975,17474.170199999986,107.86524814814805,0.030864197530864196,0.9971412186379929,0.29444444444444423,2980,2980,4.612507057189941,45.183333333333316,0.31892629663330296,0.29006211180124225,0.2858695652173912,-0.05195632393084622,-0.029399585921325015
P77581,406,0.187192118226601,0.00046106433060739163,-0.019704433497536943,-4.8533087432357e-05,0.019704433497536943,4.8533087432357e-05,0.6190476190476191,0.29556650246305416,0.24384236453201968,0.2955665024630542,43664.844600000026,107.54887832512321,0.08866995073891626,0.9958763575605681,-0.06428571428571457,39880,40255,5.913381004333496,34.20369458128078,-0.05614535090844317,-0.06691358024691361,-0.0685802469135803,-0.11952262201638757,-0.11563786008230452
P07862,306,0.20588235294117646,0.0006728181468665898,-0.04248366013071896,-0.00013883549062326458,0.04248366013071896,0.00013883549062326458,1.2727272727272727,0.3137254901960784,0.23856209150326796,0.3464052287581699,32839.329000000056,107.31806862745117,0.06862745098039216,0.9997428465254552,0.07679738562091505,37930,38055,4.772395133972168,39.02686274509804,0.0843379212149976,0.07672131147540978,0.07229508196721302,-0.08424299952539153,-0.07387978142076498
P26281,158,0.22151898734177217,0.001402018907226406,-0.03164556962025316,-0.00020028841531805798,0.03164556962025316,0.00020028841531805798,0.5,0.3291139240506329,0.21518987341772153,0.3227848101265822,17947.3707,113.59095379746834,0.08227848101265822,0.9985077262693156,-0.22594936708860758,22460,22460,5.339591407775878,52.444367088607585,-0.22791783380018685,-0.22250530785562636,-0.222823779193206,-0.04126984126984126,-0.05286624203821654
Q46948,205,0.2048780487804878,0.0009994051160023794,-0.02926829268292684,-0.00014277215942891142,0.02926829268292684,0.00014277215942891142,1.25,0.3268292682926829,0.1902439024390244,0.28780487804878047,21970.080700000002,107.17112536585367,0.05365853658536585,0.994175084175084,0.19999999999999973,16960,17210,5.8126623153686525,26.825365853658525,0.2332857142857143,0.19999999999999993,0.19374999999999995,-0.09557142857142856,-0.1003267973856209
P36929,429,0.23310023310023312,0.0005433571867138301,0.0,0.0,0.0,0.0,0.8518518518518519,0.2913752913752914,0.19347319347319347,0.3006993006993007,48346.942800000026,112.69683636363642,0.0675990675990676,0.9999210110584518,-0.39393939393939387,69900,70275,7.165373420715333,55.9196037296038,-0.37806603773584907,-0.3947819314641745,-0.39816978193146424,0.024090296495956884,0.04010903426791281
P39325,306,0.2712418300653595,0.00088641120936392,-0.009803921568627444,-3.203895937459949e-05,0.009803921568627444,3.203895937459949e-05,4.714285714285714,0.26797385620915026,0.21568627450980393,0.27450980392156865,33327.754299999986,108.91422973856204,0.05555555555555555,1.0093507989594945,-0.35228758169934665,25440,25565,6.294486427307128,30.592483660130725,-0.34219269102990035,-0.3538797814207651,-0.3579781420765028,0.2239202657807309,0.21278688524590167
P0ACA1,202,0.2524752475247525,0.0012498774629938242,-0.024752475247524747,-0.00012253700617586509,0.024752475247524747,0.00012253700617586509,0.6428571428571428,0.34158415841584155,0.2128712871287129,0.3217821782178218,22544.78930000002,111.60786782178226,0.07425742574257427,0.9979754985754985,-0.026732673267326784,18450,18575,5.101095008850096,46.27277227722772,-0.02371283538796229,-0.03615257048092879,-0.03627694859038148,0.03089195068890501,0.043946932006633535
P08337,129,0.28682170542635654,0.0022234240730725314,-0.05426356589147287,-0.0004206477976083168,0.05426356589147287,0.0004206477976083168,1.1428571428571428,0.31007751937984496,0.20930232558139536,0.3255813953488372,14926.8881,115.71231085271317,0.10077519379844961,1.0047559198542806,-0.4751937984496124,28990,28990,5.011800956726074,53.0953488372093,-0.46290322580645166,-0.4986979166666668,-0.49498697916666673,0.11002304147465437,0.1497395833333334
P07813,880,0.25,0.0002840909090909091,-0.0318181818181818,-3.615702479338841e-05,0.0318181818181818,3.615702479338841e-05,1.2857142857142856,0.29318181818181815,0.19318181818181818,0.27954545454545454,99395.96440000049,112.9499595454551,0.09545454545454546,1.000331424207713,-0.3862499999999982,169140,169765,5.3764799118042,33.03853409090922,-0.39444897959183683,-0.38797876374668194,-0.3886329161926432,0.04974693877551023,0.046947288585513856
P17952,491,0.219959266802444,0.00044798221344693274,-0.03258655804480652,-6.636773532547153e-05,0.03258655804480652,6.636773532547153e-05,0.3529411764705882,0.28716904276985744,0.21588594704684316,0.29124236252545826,53625.32980000008,109.21655763747471,0.06109979633401222,0.9973719008264463,-0.1606924643584523,21890,22015,5.528865242004394,33.602260692464355,-0.13959435626102293,-0.16122448979591839,-0.16397959183673472,0.00767195767195767,0.012380952380952388
P23843,524,0.23282442748091603,0.0004443214264902978,-0.015267175572519082,-2.913583124526542e-05,0.015267175572519082,2.913583124526542e-05,2.3529411764705883,0.3034351145038168,0.22900763358778625,0.2270992366412214,59313.12300000001,113.19298282442749,0.10114503816793892,1.0035031162690737,-0.5431297709923659,113220,113345,6.114932060241698,36.155362595419824,-0.5370217451142307,-0.5445506692160613,-0.5469885277246654,0.022157996146435474,0.021287444231994922
P0ADV9,175,0.2285714285714286,0.001306122448979592,-0.022857142857142847,-0.00013061224489795912,0.022857142857142847,0.00013061224489795912,1.5714285714285714,0.2857142857142857,0.2,0.21142857142857144,20074.061999999998,114.7089257142857,0.08,1.0032519841269842,-0.7320000000000004,24410,24410,6.126697731018066,26.202285714285708,-0.6714285714285714,-0.7208812260536399,-0.7185823754789272,0.0754621848739496,0.07088122605363985
P28631,334,0.18263473053892215,0.0005468105704758148,-0.008982035928143721,-2.6892323138154854e-05,0.008982035928143721,2.6892323138154854e-05,0.380952380952381,0.3143712574850299,0.18862275449101795,0.3682634730538922,36936.12890000001,110.58721227544913,0.0688622754491018,0.9919955827387019,-0.04970059880239566,60390,60765,6.561174964904786,45.610479041916165,-0.04607034303082938,-0.05745745745745756,-0.056031031031031055,-0.1790273556231003,-0.18418418418418417
P0A6D5,288,0.21180555555555555,0.0007354359567901235,-0.03125,-0.00010850694444444444,0.03125,0.00010850694444444444,2.7142857142857144,0.2951388888888889,0.21180555555555555,0.3125,31227.454600000012,108.42866180555559,0.0798611111111111,1.0004847765915383,-0.07916666666666647,24410,24660,5.0279432296752935,26.70937499999999,-0.0954063604240283,-0.08594657375145186,-0.08603368176538917,-0.05053003533568903,-0.05214866434378626
P68661,96,0.25,0.0026041666666666665,0.020833333333333315,0.0002170138888888887,0.020833333333333315,0.0002170138888888887,0.6250000000000001,0.23958333333333331,0.17708333333333334,0.28125,10347.902799999996,107.79065416666663,0.03125,0.994988764044944,-0.10208333333333332,6990,7365,8.276467323303226,36.258333333333326,-0.14270015698587132,-0.12280701754385966,-0.12307017543859652,0.12558869701726844,0.13824561403508773
P17993,246,0.22357723577235772,0.0009088505519201534,-0.020325203252032527,-8.262277744728669e-05,0.020325203252032527,8.262277744728669e-05,1.7777777777777781,0.2967479674796748,0.2113821138211382,0.2764227642276423,27377.98250000002,111.29261178861796,0.07317073170731708,0.9983709902370991,-0.29837398373983764,30940,31065,6.383553123474121,32.10975609756098,-0.23722584469472438,-0.285578231292517,-0.28629251700680286,-0.022110254890337838,-0.019047619047619053
P0A725,300,0.24333333333333335,0.0008111111111111112,-0.02333333333333333,-7.777777777777777e-05,0.02333333333333333,7.777777777777777e-05,0.8333333333333334,0.32,0.19,0.27,33514.00540000002,111.71335133333339,0.09333333333333332,0.9955054986727345,-0.08666666666666659,22920,23295,5.5427339553833,35.80633333333333,-0.08905569007263923,-0.08940914158305467,-0.09233556298773699,-0.0008232445520580904,0.0018952062430323767
P0A8I3,278,0.24100719424460432,0.0008669323533978573,0.003597122302158272,1.293928885668443e-05,0.003597122302158272,1.293928885668443e-05,1.125,0.3057553956834532,0.22661870503597123,0.26618705035971224,31748.754800000035,114.20415395683466,0.10071942446043165,1.0016560065600655,-0.4593525179856122,25900,25900,7.916411399841309,31.969100719424453,-0.4360020931449503,-0.4601684717208184,-0.46594464500601696,0.03940345368916797,0.048616125150421206
Q8X6R9,251,0.2310756972111554,0.000920620307614165,-0.015936254980079674,-6.349105569752859e-05,0.015936254980079674,6.349105569752859e-05,0.6875,0.2908366533864542,0.18725099601593626,0.28286852589641437,28165.821500000005,112.21442828685261,0.06772908366533864,0.9991343351548271,-0.32270916334661387,34950,35200,6.196780204772949,46.83904382470118,-0.3494773519163763,-0.3230666666666667,-0.3294666666666667,0.03658536585365855,0.029866666666666687
P76329,275,0.21818181818181817,0.0007933884297520661,-0.05090909090909092,-0.00018512396694214878,0.05090909090909092,0.00018512396694214878,0.4375,0.3090909090909091,0.2109090909090909,0.29454545454545455,30777.277100000018,111.91737127272734,0.08727272727272728,0.9979444444444444,-0.26945454545454545,55460,55460,5.004070854187011,29.62290909090909,-0.262010582010582,-0.26849148418491486,-0.26885644768856454,-0.04841269841269841,-0.049270072992700725
P52129,358,0.19273743016759776,0.0005383727099653569,-0.008379888268156423,-2.3407509128928556e-05,0.008379888268156423,2.3407509128928556e-05,0.7368421052631579,0.33798882681564246,0.20670391061452514,0.276536312849162,40147.731100000085,112.14450027932985,0.08659217877094971,0.9948521684077241,-0.03715083798882684,31860,31985,6.3690591812133786,49.69639664804468,-0.0596519627681101,-0.03968253968253973,-0.036181139122315624,-0.14467826790772967,-0.1551820728291316
P37025,177,0.1977401129943503,0.0011171757796290976,0.03954802259887005,0.0002234351559258195,0.03954802259887005,0.0002234351559258195,0.16666666666666666,0.29943502824858753,0.22598870056497178,0.2994350282485876,20020.756199999996,113.11161694915252,0.1016949152542373,0.9934640522875818,-0.23785310734463283,31970,31970,10.479351997375485,58.13672316384181,-0.23023255813953494,-0.2295454545454546,-0.23338068181818192,-0.11362126245847175,-0.11912878787878785
P78055,220,0.16363636363636364,0.0007438016528925619,-0.009090909090909094,-4.1322314049586793e-05,0.009090909090909094,4.1322314049586793e-05,1.8333333333333335,0.31363636363636366,0.19090909090909092,0.3409090909090909,22996.555799999984,104.52979909090902,0.05,0.994582681272822,0.3704545454545451,12950,13075,5.897579765319825,24.05090909090908,0.3645847176079734,0.3595129375951293,0.36248097412480973,-0.21089700996677738,-0.20745814307458138
P64618,90,0.34444444444444444,0.0038271604938271606,-0.12222222222222222,-0.0013580246913580246,0.12222222222222222,0.0013580246913580246,0.42857142857142855,0.37777777777777777,0.13333333333333333,0.3222222222222222,10796.00379999999,119.95559777777765,0.13333333333333333,1.0008246318607763,-0.3755555555555554,8480,8480,4.482573127746583,76.43455555555555,-0.3561344537815126,-0.3820224719101125,-0.39634831460674164,0.25226890756302517,0.2307116104868914
P0AE18,265,0.2641509433962264,0.0009967960128159487,-0.030188679245283012,-0.00011391954432182269,0.030188679245283012,0.00011391954432182269,1.3846153846153846,0.30566037735849055,0.19999999999999998,0.2339622641509434,29401.565200000026,110.94930264150953,0.05660377358490566,0.9996791559000862,-0.15471698113207552,17420,17795,5.628049278259277,27.238113207547173,-0.16697802197802197,-0.1623737373737374,-0.1624684343434344,0.11719780219780221,0.12020202020202024
P60546,219,0.2557077625570776,0.0011676153541419069,-0.0182648401826484,-8.340109672442193e-05,0.0182648401826484,8.340109672442193e-05,0.625,0.2831050228310502,0.1689497716894977,0.2648401826484018,25047.002000000022,114.36987214611882,0.0776255707762557,0.9987641509433962,-0.5041095890410963,17420,17420,6.385371971130371,46.61826484018264,-0.5148197596795728,-0.5068807339449541,-0.5130733944954129,0.11869158878504672,0.12370030581039757
P31057,264,0.1893939393939394,0.0007174012855831037,-0.03787878787878789,-0.00014348025711662078,0.03787878787878789,0.00014348025711662078,1.2222222222222223,0.30681818181818177,0.19696969696969696,0.32954545454545453,28237.117099999996,106.95877689393937,0.07196969696969696,0.9951357544314743,0.13749999999999998,17420,17545,5.148441886901854,40.62689393939393,0.15896304467733036,0.1372623574144486,0.1324144486692015,-0.14114726971869826,-0.13865652724968314
P06149,571,0.2626970227670753,0.0004600648384712352,-0.017513134851138354,-3.0670989231415684e-05,0.017513134851138354,3.0670989231415684e-05,1.121212121212121,0.29947460595446584,0.20140105078809106,0.2679509632224168,64611.555300000146,113.15508809106855,0.09457092819614711,1.0005707249802995,-0.4451838879159368,61770,62145,6.190414237976075,31.979719789842378,-0.4463149924280666,-0.446140350877193,-0.44850877192982463,0.10618374558303889,0.10730994152046786
P69910,452,0.24115044247787612,0.0005335186780483985,-0.028761061946902665,-6.363066802412094e-05,0.028761061946902665,6.363066802412094e-05,0.92,0.30530973451327437,0.21017699115044247,0.2610619469026549,51009.60570000002,112.85310995575226,0.11061946902654868,0.9977747815230962,-0.2836283185840714,84340,84965,5.271668815612792,36.44712389380529,-0.2660594439117929,-0.27856614929785667,-0.2770140428677014,-0.015883668903803137,-0.011677753141167757
P77806,386,0.1761658031088083,0.0004563880909554619,-0.02590673575129533,-6.711589572874439e-05,0.02590673575129533,6.711589572874439e-05,0.5263157894736842,0.31606217616580307,0.18652849740932642,0.30569948186528495,42962.416000000034,111.30159585492237,0.09585492227979274,0.9930193491644679,-0.07072538860103646,49850,50225,5.760711479187012,38.209352331606226,-0.06422947131608552,-0.07748917748917755,-0.07625541125541131,-0.1959880014998125,-0.19385281385281383
P0AB74,286,0.2272727272727273,0.0007946598855689765,-0.03846153846153848,-0.00013448090371167299,0.03846153846153848,0.00013448090371167299,0.9285714285714286,0.3076923076923077,0.20279720279720279,0.2867132867132867,31293.32090000001,109.41720594405598,0.06993006993006994,0.9970219036240541,-0.012937062937062923,17420,17670,5.368806648254394,43.01923076923077,-0.03421453990849006,-0.019532163742690088,-0.019619883040935728,0.007829181494661932,0.0025730994152046815
P0ACX9,66,0.2727272727272727,0.004132231404958678,0.06060606060606062,0.000918273645546373,0.06060606060606062,0.000918273645546373,1.2,0.22727272727272727,0.2272727272727273,0.22727272727272727,7398.335899999997,112.09599848484845,0.030303030303030304,1.011195856873823,-0.8772727272727276,2980,2980,9.772649574279782,42.46363636363635,-0.8929742388758783,-0.8666666666666668,-0.8801282051282051,0.3388758782201405,0.31384615384615394
P0A892,423,0.24349881796690306,0.0005756473237988252,-0.016548463356974,-3.912166278244444e-05,0.016548463356974,3.912166278244444e-05,0.6551724137931034,0.28841607565011823,0.2222222222222222,0.2860520094562648,47259.34890000003,111.72422907801426,0.06855791962174941,0.9994521901709402,-0.3085106382978728,44350,44475,6.261178779602051,37.00333333333333,-0.30068352699931644,-0.3097156398104265,-0.3127369668246446,0.07840054682159946,0.07424960505529228
P17109,577,0.18370883882149047,0.00031838620246358836,-0.017331022530329282,-3.003643419467813e-05,0.017331022530329282,3.003643419467813e-05,0.37142857142857144,0.30155979202772965,0.22010398613518198,0.30155979202772965,63771.791900000055,110.52303622183719,0.07279029462738301,0.9949399610136452,-0.1746967071057197,108400,108775,6.223153495788575,43.2112824956673,-0.17889610389610394,-0.17939814814814825,-0.17857349537037046,-0.136013986013986,-0.13790509259259257
P0AG80,419,0.2315035799522673,0.0005525145106259363,-0.007159904534606215,-1.708807764822486e-05,0.007159904534606215,1.708807764822486e-05,3.2727272727272725,0.26252983293556087,0.2505966587112172,0.26014319809069214,46535.85180000002,111.0640854415275,0.11455847255369928,1.0071615426105718,-0.5661097852028637,73800,73925,6.0803739547729485,32.44276849642004,-0.5580745341614908,-0.5661881977671451,-0.566427432216906,0.057280883367839895,0.06148325358851677
P64559,91,0.32967032967032966,0.003622750875498128,-0.043956043956043966,-0.0004830334500664172,0.043956043956043966,0.0004830334500664172,0.3,0.27472527472527475,0.18681318681318684,0.2967032967032967,10828.28939999999,118.9921912087911,0.07692307692307693,0.9998915343915346,-0.5890109890109892,12490,12615,5.4918062210083,42.49780219780217,-0.6666112956810633,-0.6092592592592592,-0.5956481481481483,0.3413621262458472,0.3044444444444444
P32125,174,0.27011494252873564,0.0015523847271766416,-0.04022988505747127,-0.00023120623596247856,0.04022988505747127,0.00023120623596247856,1.5,0.3103448275862069,0.16091954022988508,0.3275862068965517,19231.957,110.52848850574712,0.05172413793103448,0.9989441117764472,-0.0988505747126435,17990,17990,5.338909339904785,22.781609195402293,-0.06120033812341506,-0.10558766859344902,-0.10876685934489413,0.10059171597633138,0.11233140655105975
P24232,396,0.21464646464646464,0.0005420365268850117,-0.032828282828282825,-8.289970411182532e-05,0.032828282828282825,8.289970411182532e-05,1.4,0.29292929292929293,0.21717171717171715,0.29292929292929293,43867.1171000001,110.77554823232347,0.09848484848484848,1.0006301056840903,-0.2898989898989904,50880,51005,5.483962440490722,28.85459595959598,-0.30843989769820973,-0.29704641350210975,-0.29584388185654015,-0.033321154548776016,-0.035021097046413506
